shipment_id,order_id,region_id,promised_hours,planned_distance_km,planned_cost
S000031400,O000031400,2,12,12.42,4959.0
S000031401,O000031401,2,24,23.91,5390.0
S000031402,O000031402,2,12,4.75,3772.0
S000031403,O000031403,2,24,14.24,5241.0
S000031404,O000031404,2,24,6.76,4079.0
S000031405,O000031405,2,24,24.66,6411.0
S000031406,O000031406,2,24,5.69,3958.0
S000031407,O000031407,2,24,14.87,5401.0
S000031408,O000031408,2,24,5.18,3935.0
S000031409,O000031409,2,36,22.84,5614.0
S000031410,O000031410,2,24,9.69,4527.0
S000031411,O000031411,2,24,17.65,4968.0
S000031412,O000031412,2,24,6.84,3968.0
S000031413,O000031413,2,24,11.47,4544.0
S000031414,O000031414,2,12,5.4,3908.0
S000031415,O000031415,2,36,16.55,4860.0
S000031416,O000031416,2,24,2.59,3584.0
S000031417,O000031417,2,24,27.82,6913.0
S000031418,O000031418,2,24,13.12,4645.0
S000031419,O000031419,2,24,18.55,5871.0
S000031420,O000031420,2,24,9.81,4357.0
S000031421,O000031421,2,24,8.96,4287.0
S000031422,O000031422,3,12,24.08,5636.0
S000031423,O000031423,3,24,21.83,6457.0
S000031424,O000031424,3,12,18.9,5266.0
S000031425,O000031425,3,36,21.68,5662.0
S000031426,O000031426,3,36,6.97,4077.0
S000031427,O000031427,3,12,26.32,5883.0
S000031428,O000031428,3,24,14.1,5169.0
S000031429,O000031429,3,24,24.65,6610.0
S000031430,O000031430,3,36,21.27,5217.0
S000031431,O000031431,3,24,9.79,4118.0
S000031432,O000031432,3,12,17.02,5358.0
S000031433,O000031433,3,24,27.15,6602.0
S000031434,O000031434,3,24,3.45,3699.0
S000031435,O000031435,3,24,13.38,4845.0
S000031436,O000031436,3,36,18.32,5920.0
S000031437,O000031437,3,36,11.17,4798.0
S000031438,O000031438,4,12,10.61,4495.0
S000031439,O000031439,4,24,21.59,5222.0
S000031440,O000031440,4,36,25.87,6696.0
S000031441,O000031441,4,24,16.21,5513.0
S000031442,O000031442,4,12,26.68,5604.0
S000031443,O000031443,4,24,5.08,3702.0
S000031444,O000031444,4,36,8.3,4247.0
S000031445,O000031445,4,24,4.74,3640.0
S000031446,O000031446,4,12,13.61,4997.0
S000031447,O000031447,4,24,18.48,5166.0
S000031448,O000031448,4,24,7.61,4186.0
S000031449,O000031449,4,12,13.94,4527.0
S000031450,O000031450,4,24,19.95,5915.0
S000031451,O000031451,4,12,18.81,4966.0
S000031452,O000031452,4,24,18.55,5485.0
S000031453,O000031453,4,12,17.95,5403.0
S000031454,O000031454,4,12,27.66,6102.0
S000031455,O000031455,4,24,20.7,5588.0
S000031456,O000031456,4,12,25.65,6014.0
S000031457,O000031457,4,24,26.77,7179.0
S000031458,O000031458,4,24,24.42,6834.0
S000031459,O000031459,4,24,4.93,3812.0
S000031460,O000031460,4,36,16.0,4895.0
S000031461,O000031461,4,24,12.23,4530.0
S000031462,O000031462,4,36,4.98,3849.0
S000031463,O000031463,4,24,16.89,5212.0
S000031464,O000031464,4,12,7.93,4122.0
S000031465,O000031465,4,12,17.33,5573.0
S000031466,O000031466,4,12,23.34,6090.0
S000031467,O000031467,4,24,12.54,4980.0
S000031468,O000031468,4,24,26.72,6154.0
S000031469,O000031469,4,12,22.04,5905.0
S000031470,O000031470,4,12,23.01,6349.0
S000031471,O000031471,4,24,5.36,3865.0
S000031472,O000031472,4,24,26.52,5866.0
S000031473,O000031473,4,24,3.38,3674.0
S000031474,O000031474,4,24,24.02,5622.0
S000031475,O000031475,4,12,3.26,3525.0
S000031476,O000031476,4,24,6.64,4059.0
S000031477,O000031477,4,12,10.54,4368.0
S000031478,O000031478,4,24,21.31,5369.0
S000031479,O000031479,4,24,25.44,6638.0
S000031480,O000031480,4,24,19.5,5593.0
S000031481,O000031481,4,24,21.06,5710.0
S000031482,O000031482,4,24,9.89,4224.0
S000031483,O000031483,4,24,27.37,6062.0
S000031484,O000031484,4,24,12.9,5049.0
S000031485,O000031485,5,12,25.78,5685.0
S000031486,O000031486,5,36,22.37,5935.0
S000031487,O000031487,5,24,11.87,4722.0
S000031488,O000031488,5,24,11.25,4505.0
S000031489,O000031489,5,12,19.83,5085.0
S000031490,O000031490,5,24,26.48,6814.0
S000031491,O000031491,5,24,19.64,6023.0
S000031492,O000031492,5,12,24.36,6682.0
S000031493,O000031493,5,24,27.14,5771.0
S000031494,O000031494,5,24,10.92,4437.0
S000031495,O000031495,5,24,16.23,4880.0
S000031496,O000031496,5,24,18.03,5834.0
S000031497,O000031497,5,24,8.04,4197.0
S000031498,O000031498,5,36,22.84,6351.0
S000031499,O000031499,5,12,9.17,4393.0
S000031500,O000031500,5,24,20.53,6056.0
S000031501,O000031501,5,24,15.86,4985.0
S000031502,O000031502,5,24,23.84,6552.0
S000031503,O000031503,5,24,15.54,5306.0
S000031504,O000031504,5,24,17.46,5483.0
S000031505,O000031505,5,24,7.12,3921.0
S000031506,O000031506,5,24,23.11,6300.0
S000031507,O000031507,5,36,12.75,5068.0
S000031508,O000031508,5,12,17.28,4908.0
S000031509,O000031509,5,24,24.07,6621.0
S000031510,O000031510,5,24,14.72,4543.0
S000031511,O000031511,5,24,9.5,4243.0
S000031512,O000031512,5,24,9.27,4128.0
S000031513,O000031513,5,24,16.94,4887.0
S000031514,O000031514,5,12,9.93,4243.0
S000031515,O000031515,5,12,11.13,4590.0
S000031516,O000031516,5,24,8.49,4460.0
S000031517,O000031517,5,24,13.88,4803.0
S000031518,O000031518,5,24,14.39,5144.0
S000031519,O000031519,5,24,15.91,5466.0
S000031520,O000031520,5,36,17.62,5743.0
S000031521,O000031521,5,24,17.49,5543.0
S000031522,O000031522,6,24,11.86,4274.0
S000031523,O000031523,6,12,25.47,6622.0
S000031524,O000031524,6,24,15.55,4922.0
S000031525,O000031525,6,12,23.72,6211.0
S000031526,O000031526,6,24,16.71,5409.0
S000031527,O000031527,6,12,11.95,4337.0
S000031528,O000031528,6,24,21.34,6191.0
S000031529,O000031529,6,24,7.01,3881.0
S000031530,O000031530,6,24,27.23,5680.0
S000031531,O000031531,6,24,17.09,5202.0
S000031532,O000031532,6,36,5.16,3698.0
S000031533,O000031533,6,24,13.24,4960.0
S000031534,O000031534,6,24,20.67,5940.0
S000031535,O000031535,6,24,4.24,3624.0
S000031536,O000031536,6,24,9.17,4410.0
S000031537,O000031537,6,24,26.07,6544.0
S000031538,O000031538,6,12,11.58,4753.0
S000031539,O000031539,6,24,6.56,4048.0
S000031540,O000031540,6,24,5.01,3940.0
S000031541,O000031541,6,24,18.29,5452.0
S000031542,O000031542,6,12,16.73,5350.0
S000031543,O000031543,6,36,19.02,5601.0
S000031544,O000031544,7,24,26.93,5669.0
S000031545,O000031545,7,24,4.03,3700.0
S000031546,O000031546,7,12,7.54,4081.0
S000031547,O000031547,7,12,8.46,4075.0
S000031548,O000031548,7,24,13.39,4838.0
S000031549,O000031549,7,24,5.59,4024.0
S000031550,O000031550,7,12,12.95,5102.0
S000031551,O000031551,7,12,23.31,6364.0
S000031552,O000031552,7,24,6.67,3855.0
S000031553,O000031553,7,24,25.87,6233.0
S000031554,O000031554,7,24,25.74,6394.0
S000031555,O000031555,7,24,15.58,4721.0
S000031556,O000031556,7,24,24.43,5822.0
S000031557,O000031557,7,24,20.64,5980.0
S000031558,O000031558,7,24,11.6,4825.0
S000031559,O000031559,7,24,16.82,4765.0
S000031560,O000031560,7,24,5.47,3923.0
S000031561,O000031561,7,24,15.14,5425.0
S000031562,O000031562,7,12,23.66,6678.0
S000031563,O000031563,7,24,17.42,5667.0
S000031564,O000031564,7,24,12.24,5022.0
S000031565,O000031565,7,12,19.42,5743.0
S000031566,O000031566,7,12,27.41,6616.0
S000031567,O000031567,7,12,4.22,3707.0
S000031568,O000031568,7,12,10.92,4306.0
S000031569,O000031569,7,24,6.48,3938.0
S000031570,O000031570,7,24,26.9,6727.0
S000031571,O000031571,8,12,16.42,5529.0
S000031572,O000031572,8,12,5.81,4019.0
S000031573,O000031573,8,24,18.11,5136.0
S000031574,O000031574,8,24,15.26,4902.0
S000031575,O000031575,8,24,4.01,3608.0
S000031576,O000031576,8,12,24.55,6460.0
S000031577,O000031577,8,12,20.58,5504.0
S000031578,O000031578,8,24,2.63,3531.0
S000031579,O000031579,8,12,26.97,5962.0
S000031580,O000031580,8,24,6.56,4053.0
S000031581,O000031581,8,24,2.51,3545.0
S000031582,O000031582,8,12,13.4,5169.0
S000031583,O000031583,9,24,6.09,3862.0
S000031584,O000031584,9,12,17.04,5670.0
S000031585,O000031585,9,24,10.44,4628.0
S000031586,O000031586,9,12,7.22,4117.0
S000031587,O000031587,9,24,27.63,6511.0
S000031588,O000031588,9,24,10.98,4823.0
S000031589,O000031589,9,12,13.08,4409.0
S000031590,O000031590,9,24,10.0,4600.0
S000031591,O000031591,9,36,23.84,6675.0
S000031592,O000031592,9,24,7.52,4156.0
S000031593,O000031593,9,24,5.76,3905.0
S000031594,O000031594,9,24,24.98,6201.0
S000031595,O000031595,9,24,7.18,4042.0
S000031596,O000031596,9,24,24.38,6774.0
S000031597,O000031597,9,12,17.24,5068.0
S000031598,O000031598,9,36,23.5,5417.0
S000031599,O000031599,9,24,4.29,3773.0
S000031600,O000031600,9,24,27.07,6732.0
S000031601,O000031601,9,24,10.14,4564.0
S000031602,O000031602,9,24,3.99,3712.0
S000031603,O000031603,9,24,22.0,6006.0
S000031604,O000031604,9,24,7.05,4173.0
S000031605,O000031605,9,24,11.45,4723.0
S000031606,O000031606,9,12,17.66,5681.0
S000031607,O000031607,9,36,4.25,3619.0
S000031608,O000031608,9,12,7.65,3981.0
S000031609,O000031609,9,24,14.97,5334.0
S000031610,O000031610,9,36,13.26,4834.0
S000031611,O000031611,9,12,16.72,5702.0
S000031612,O000031612,9,36,21.08,5563.0
S000031613,O000031613,9,12,11.5,4477.0
S000031614,O000031614,9,12,12.81,4757.0
S000031615,O000031615,9,36,9.45,4369.0
S000031616,O000031616,9,36,11.16,4581.0
S000031617,O000031617,9,24,3.8,3741.0
S000031618,O000031618,10,24,17.29,5022.0
S000031619,O000031619,10,24,6.91,3998.0
S000031620,O000031620,10,24,20.77,5303.0
S000031621,O000031621,10,24,3.58,3687.0
S000031622,O000031622,10,24,4.03,3604.0
S000031623,O000031623,10,24,9.76,4129.0
S000031624,O000031624,10,24,13.68,4789.0
S000031625,O000031625,10,36,20.19,5576.0
S000031626,O000031626,10,24,20.15,5506.0
S000031627,O000031627,10,24,27.32,6284.0
S000031628,O000031628,10,24,11.47,4313.0
S000031629,O000031629,10,12,4.01,3572.0
S000031630,O000031630,10,36,24.46,6530.0
S000031631,O000031631,10,24,21.13,6183.0
S000031632,O000031632,10,24,4.24,3639.0
S000031633,O000031633,10,12,4.63,3676.0
S000031634,O000031634,10,24,14.65,5126.0
S000031635,O000031635,11,24,11.21,4428.0
S000031636,O000031636,11,24,17.71,5172.0
S000031637,O000031637,11,12,8.09,4011.0
S000031638,O000031638,11,24,26.96,6691.0
S000031639,O000031639,11,24,15.56,5522.0
S000031640,O000031640,11,24,21.64,5215.0
S000031641,O000031641,11,24,5.71,3966.0
S000031642,O000031642,11,24,18.23,4873.0
S000031643,O000031643,11,24,24.56,6212.0
S000031644,O000031644,11,24,3.09,3503.0
S000031645,O000031645,11,24,16.27,5377.0
S000031646,O000031646,11,24,8.79,4473.0
S000031647,O000031647,11,24,14.7,5067.0
S000031648,O000031648,11,24,23.31,6505.0
S000031649,O000031649,11,24,20.1,5802.0
S000031650,O000031650,11,24,21.74,5501.0
S000031651,O000031651,11,24,7.9,4325.0
S000031652,O000031652,11,12,23.73,5919.0
S000031653,O000031653,11,24,18.16,5133.0
S000031654,O000031654,11,24,4.27,3722.0
S000031655,O000031655,11,12,24.5,6598.0
S000031656,O000031656,11,24,3.92,3785.0
S000031657,O000031657,11,24,3.23,3550.0
S000031658,O000031658,12,12,23.76,6076.0
S000031659,O000031659,12,36,2.83,3624.0
S000031660,O000031660,12,24,4.76,3774.0
S000031661,O000031661,12,24,2.93,3468.0
S000031662,O000031662,12,24,24.95,6463.0
S000031663,O000031663,12,12,3.64,3689.0
S000031664,O000031664,12,12,12.0,4886.0
S000031665,O000031665,12,36,8.03,4334.0
S000031666,O000031666,12,24,11.21,4569.0
S000031667,O000031667,12,24,9.91,4545.0
S000031668,O000031668,12,24,25.14,5820.0
S000031669,O000031669,12,24,22.1,5199.0
S000031670,O000031670,12,24,25.07,5659.0
S000031671,O000031671,12,24,20.86,6223.0
S000031672,O000031672,12,24,10.92,4737.0
S000031673,O000031673,12,24,7.24,3891.0
S000031674,O000031674,12,12,16.01,5097.0
S000031675,O000031675,12,24,11.6,4832.0
S000031676,O000031676,12,24,18.91,4945.0
S000031677,O000031677,12,24,3.49,3690.0
S000031678,O000031678,12,24,20.68,5992.0
S000031679,O000031679,12,24,10.14,4380.0
S000031680,O000031680,12,24,14.29,5077.0
S000031681,O000031681,12,24,27.45,6929.0
S000031682,O000031682,12,24,8.0,4231.0
S000031683,O000031683,12,12,5.5,3756.0
S000031684,O000031684,13,24,7.85,4153.0
S000031685,O000031685,13,24,11.46,4278.0
S000031686,O000031686,13,36,16.17,5283.0
S000031687,O000031687,13,12,27.5,6859.0
S000031688,O000031688,13,24,24.68,5921.0
S000031689,O000031689,13,24,20.73,5398.0
S000031690,O000031690,13,24,20.87,5811.0
S000031691,O000031691,13,24,9.74,4554.0
S000031692,O000031692,13,24,26.16,6466.0
S000031693,O000031693,13,12,16.26,4829.0
S000031694,O000031694,13,24,6.64,3948.0
S000031695,O000031695,13,24,26.73,5830.0
S000031696,O000031696,13,24,15.42,4638.0
S000031697,O000031697,13,24,6.47,3827.0
S000031698,O000031698,13,12,21.25,6258.0
S000031699,O000031699,13,24,8.46,4219.0
S000031700,O000031700,13,12,7.29,3991.0
S000031701,O000031701,13,24,9.32,4216.0
S000031702,O000031702,13,24,17.25,4861.0
S000031703,O000031703,13,24,9.96,4391.0
S000031704,O000031704,13,12,3.54,3713.0
S000031705,O000031705,13,12,12.38,4625.0
S000031706,O000031706,13,24,8.48,4217.0
S000031707,O000031707,13,12,15.54,4623.0
S000031708,O000031708,13,12,14.22,4563.0
S000031709,O000031709,13,12,4.49,3621.0
S000031710,O000031710,13,24,8.76,4250.0
S000031711,O000031711,13,24,9.68,4331.0
S000031712,O000031712,13,24,14.86,4539.0
S000031713,O000031713,13,12,23.47,6589.0
S000031714,O000031714,13,24,8.07,4228.0
S000031715,O000031715,13,24,6.53,3923.0
S000031716,O000031716,14,24,2.53,3494.0
S000031717,O000031717,14,24,17.97,5895.0
S000031718,O000031718,14,12,10.8,4482.0
S000031719,O000031719,14,36,19.59,5885.0
S000031720,O000031720,14,24,20.1,5510.0
S000031721,O000031721,14,24,3.64,3641.0
S000031722,O000031722,14,24,13.17,4945.0
S000031723,O000031723,14,24,27.18,6098.0
S000031724,O000031724,14,12,9.52,4549.0
S000031725,O000031725,14,24,16.0,4912.0
S000031726,O000031726,14,12,16.21,5397.0
S000031727,O000031727,14,24,9.14,4446.0
S000031728,O000031728,14,24,22.37,5263.0
S000031729,O000031729,14,24,2.59,3503.0
S000031730,O000031730,14,24,8.28,4380.0
S000031731,O000031731,14,12,17.61,5738.0
S000031732,O000031732,14,36,25.89,5889.0
S000031733,O000031733,14,12,2.74,3544.0
S000031734,O000031734,14,24,17.82,4970.0
S000031735,O000031735,14,24,2.59,3555.0
S000031736,O000031736,14,24,18.38,4974.0
S000031737,O000031737,15,12,13.0,5062.0
S000031738,O000031738,15,24,13.58,5043.0
S000031739,O000031739,15,24,27.17,6407.0
S000031740,O000031740,15,24,19.9,5660.0
S000031741,O000031741,15,24,7.51,4105.0
S000031742,O000031742,15,24,27.93,6042.0
S000031743,O000031743,15,12,9.05,4243.0
S000031744,O000031744,15,24,19.99,5645.0
S000031745,O000031745,15,24,19.85,5109.0
S000031746,O000031746,15,36,24.17,5429.0
S000031747,O000031747,15,24,12.67,4489.0
S000031748,O000031748,15,24,20.25,6108.0
S000031749,O000031749,15,36,18.46,5148.0
S000031750,O000031750,15,24,13.63,4955.0
S000031751,O000031751,15,12,25.86,6872.0
S000031752,O000031752,15,12,8.92,4115.0
S000031753,O000031753,15,24,8.22,4302.0
S000031754,O000031754,15,24,18.57,5527.0
S000031755,O000031755,15,24,7.35,4262.0
S000031756,O000031756,15,12,23.66,5886.0
S000031757,O000031757,15,24,11.16,4238.0
S000031758,O000031758,15,24,13.24,5110.0
S000031759,O000031759,15,36,19.9,6091.0
S000031760,O000031760,15,12,25.07,5854.0
S000031761,O000031761,15,24,20.09,5515.0
S000031762,O000031762,15,24,4.9,3773.0
S000031763,O000031763,15,24,11.12,4236.0
S000031764,O000031764,15,24,21.63,5709.0
S000031765,O000031765,15,24,25.65,5763.0
S000031766,O000031766,15,24,18.66,5340.0
S000031767,O000031767,15,24,17.7,5256.0
S000031768,O000031768,15,24,12.17,4602.0
S000031769,O000031769,15,24,14.69,5052.0
S000031770,O000031770,15,12,13.52,5010.0
S000031771,O000031771,15,24,3.91,3639.0
S000031772,O000031772,15,12,3.06,3618.0
S000031773,O000031773,15,12,18.24,5757.0
S000031774,O000031774,16,12,15.5,4900.0
S000031775,O000031775,16,12,8.74,4081.0
S000031776,O000031776,16,12,25.27,6166.0
S000031777,O000031777,16,24,7.77,4064.0
S000031778,O000031778,16,24,20.36,5378.0
S000031779,O000031779,16,24,22.6,6327.0
S000031780,O000031780,16,12,23.93,6706.0
S000031781,O000031781,16,24,23.91,6004.0
S000031782,O000031782,16,24,22.75,5344.0
S000031783,O000031783,16,24,14.17,4838.0
S000031784,O000031784,16,36,18.41,5222.0
S000031785,O000031785,16,24,24.37,6235.0
S000031786,O000031786,16,24,13.22,4578.0
S000031787,O000031787,16,24,19.61,5788.0
S000031788,O000031788,16,24,6.57,4171.0
S000031789,O000031789,16,12,16.9,4936.0
S000031790,O000031790,16,24,6.1,3907.0
S000031791,O000031791,16,24,19.34,5808.0
S000031792,O000031792,16,24,12.11,4489.0
S000031793,O000031793,16,24,8.31,4304.0
S000031794,O000031794,16,36,11.7,4628.0
S000031795,O000031795,17,24,20.39,5749.0
S000031796,O000031796,17,24,25.65,6038.0
S000031797,O000031797,17,12,2.79,3478.0
S000031798,O000031798,17,24,6.78,4043.0
S000031799,O000031799,17,24,20.5,5645.0
S000031800,O000031800,17,24,17.0,5099.0
S000031801,O000031801,17,24,10.64,4731.0
S000031802,O000031802,17,24,19.12,5829.0
S000031803,O000031803,17,12,24.61,5563.0
S000031804,O000031804,17,12,9.08,4428.0
S000031805,O000031805,17,24,14.88,5182.0
S000031806,O000031806,17,24,3.03,3611.0
S000031807,O000031807,17,12,26.62,6899.0
S000031808,O000031808,17,36,22.94,5376.0
S000031809,O000031809,17,24,15.38,5506.0
S000031810,O000031810,17,12,27.8,7216.0
S000031811,O000031811,17,12,8.12,4041.0
S000031812,O000031812,17,24,21.47,5530.0
S000031813,O000031813,17,24,22.12,5608.0
S000031814,O000031814,17,12,23.69,6279.0
S000031815,O000031815,17,24,19.97,5822.0
S000031816,O000031816,17,24,7.36,3895.0
S000031817,O000031817,17,12,4.83,3700.0
S000031818,O000031818,17,24,7.1,4141.0
S000031819,O000031819,17,24,24.39,5938.0
S000031820,O000031820,17,24,12.75,4678.0
S000031821,O000031821,17,24,16.43,5204.0
S000031822,O000031822,17,36,3.15,3486.0
S000031823,O000031823,18,24,15.03,4941.0
S000031824,O000031824,18,36,12.94,5010.0
S000031825,O000031825,18,12,16.13,5313.0
S000031826,O000031826,18,12,12.07,4682.0
S000031827,O000031827,18,12,4.42,3656.0
S000031828,O000031828,18,24,3.62,3716.0
S000031829,O000031829,18,24,26.72,6011.0
S000031830,O000031830,18,24,17.9,5728.0
S000031831,O000031831,18,24,18.91,4928.0
S000031832,O000031832,18,12,25.84,6177.0
S000031833,O000031833,18,12,16.55,4918.0
S000031834,O000031834,18,12,18.2,5219.0
S000031835,O000031835,18,12,15.84,4842.0
S000031836,O000031836,18,24,6.99,3874.0
S000031837,O000031837,18,12,10.44,4361.0
S000031838,O000031838,18,24,25.05,6757.0
S000031839,O000031839,18,12,13.82,5203.0
S000031840,O000031840,18,24,7.71,4065.0
S000031841,O000031841,18,12,23.62,6257.0
S000031842,O000031842,18,24,4.73,3759.0
S000031843,O000031843,18,24,18.81,5085.0
S000031844,O000031844,18,24,20.35,5325.0
S000031845,O000031845,18,24,10.25,4664.0
S000031846,O000031846,18,24,6.76,3920.0
S000031847,O000031847,18,24,13.93,4975.0
S000031848,O000031848,18,24,21.75,5503.0
S000031849,O000031849,18,24,25.11,6836.0
S000031850,O000031850,18,24,23.29,6427.0
S000031851,O000031851,18,24,5.29,3942.0
S000031852,O000031852,18,24,8.18,4299.0
S000031853,O000031853,18,24,18.23,5620.0
S000031854,O000031854,18,24,20.6,5192.0
S000031855,O000031855,18,24,2.72,3471.0
S000031856,O000031856,18,12,6.14,3778.0
S000031857,O000031857,18,12,4.9,3915.0
S000031858,O000031858,18,36,11.2,4426.0
S000031859,O000031859,18,36,19.86,5932.0
S000031860,O000031860,18,24,26.55,7163.0
S000031861,O000031861,18,12,4.78,3697.0
S000031862,O000031862,18,36,15.41,5113.0
S000031863,O000031863,18,12,12.0,4347.0
S000031864,O000031864,18,36,12.66,4563.0
S000031865,O000031865,18,24,4.24,3679.0
S000031866,O000031866,18,24,9.85,4389.0
S000031867,O000031867,18,24,8.94,4170.0
S000031868,O000031868,18,24,20.82,5719.0
S000031869,O000031869,18,12,18.87,5176.0
S000031870,O000031870,18,24,18.73,5578.0
S000031871,O000031871,18,24,15.74,5533.0
S000031872,O000031872,18,24,11.22,4532.0
S000031873,O000031873,18,24,8.72,4265.0
S000031874,O000031874,18,24,2.79,3540.0
S000031875,O000031875,18,24,6.27,3873.0
S000031876,O000031876,18,12,8.11,4233.0
S000031877,O000031877,18,24,27.38,5995.0
S000031878,O000031878,18,24,27.25,6596.0
S000031879,O000031879,18,24,22.08,6407.0
S000031880,O000031880,18,24,18.06,5136.0
S000031881,O000031881,18,24,19.55,5230.0
S000031882,O000031882,18,12,17.81,5764.0
S000031883,O000031883,18,24,18.99,4939.0
S000031884,O000031884,18,24,8.09,4196.0
S000031885,O000031885,18,36,27.41,6081.0
S000031886,O000031886,18,24,21.79,6468.0
S000031887,O000031887,19,24,8.47,4280.0
S000031888,O000031888,19,24,15.6,5533.0
S000031889,O000031889,19,24,22.63,5421.0
S000031890,O000031890,19,36,25.73,6723.0
S000031891,O000031891,19,24,12.29,4626.0
S000031892,O000031892,19,36,14.84,4644.0
S000031893,O000031893,19,24,10.4,4387.0
S000031894,O000031894,19,12,12.1,4652.0
S000031895,O000031895,19,24,8.31,4138.0
S000031896,O000031896,19,24,3.26,3599.0
S000031897,O000031897,19,24,13.12,4604.0
S000031898,O000031898,19,24,14.5,4672.0
S000031899,O000031899,19,12,22.39,5520.0
S000031900,O000031900,19,24,15.83,5305.0
S000031901,O000031901,19,24,10.82,4414.0
S000031902,O000031902,19,12,14.31,4836.0
S000031903,O000031903,19,24,22.8,5729.0
S000031904,O000031904,19,24,14.76,4608.0
S000031905,O000031905,19,24,16.66,5656.0
S000031906,O000031906,19,24,6.91,3954.0
S000031907,O000031907,19,12,2.69,3561.0
S000031908,O000031908,19,24,26.21,6220.0
S000031909,O000031909,19,36,9.33,4534.0
S000031910,O000031910,19,24,11.36,4534.0
S000031911,O000031911,19,12,5.43,3982.0
S000031912,O000031912,19,24,15.58,5019.0
