order_id,line_no,pick_seconds,pack_seconds,cycle_time_seconds
O000043324,1,44,28,72
O000043324,2,21,18,39
O000043325,1,24,14,38
O000043325,2,18,12,30
O000043326,1,25,28,53
O000043326,2,29,29,58
O000043327,1,28,29,57
O000043327,2,19,22,41
O000043327,3,34,15,49
O000043328,1,25,29,54
O000043328,2,20,29,49
O000043328,3,29,13,42
O000043329,1,43,25,68
O000043329,2,43,16,59
O000043330,1,24,16,40
O000043330,2,46,44,90
O000043331,1,36,20,56
O000043331,2,42,12,54
O000043331,3,32,25,57
O000043332,1,34,29,63
O000043332,2,34,23,57
O000043332,3,36,20,56
O000043333,1,43,26,69
O000043334,1,35,27,62
O000043334,2,21,17,38
O000043334,3,43,26,69
O000043335,1,29,28,57
O000043335,2,18,20,38
O000043336,1,137,95,232
O000043337,1,125,80,205
O000043337,2,35,18,53
O000043338,1,56,48,104
O000043339,1,32,25,57
O000043339,2,39,26,65
O000043339,3,30,13,43
O000043340,1,24,15,39
O000043340,2,44,19,63
O000043341,1,20,13,33
O000043341,2,19,19,38
O000043342,1,35,17,52
O000043342,2,26,15,41
O000043343,1,43,17,60
O000043343,2,40,16,56
O000043343,3,31,27,58
O000043344,1,62,56,118
O000043345,1,80,59,139
O000043345,2,77,33,110
O000043346,1,35,15,50
O000043346,2,36,20,56
O000043346,3,42,26,68
O000043347,1,20,22,42
O000043347,2,23,27,50
O000043348,1,27,23,50
O000043349,1,84,80,164
O000043350,1,21,14,35
O000043350,2,71,54,125
O000043351,1,29,12,41
O000043351,2,25,23,48
O000043351,3,41,24,65
O000043352,1,32,17,49
O000043352,2,27,25,52
O000043352,3,40,13,53
O000043353,1,31,20,51
O000043353,2,29,14,43
O000043354,1,37,24,61
O000043354,2,43,25,68
O000043354,3,37,30,67
O000043355,1,43,21,64
O000043355,2,45,17,62
O000043356,1,41,28,69
O000043356,2,111,85,196
O000043357,1,31,27,58
O000043357,2,85,55,140
O000043358,1,37,21,58
O000043358,2,31,13,44
O000043358,3,63,50,113
O000043359,1,39,18,57
O000043360,1,40,19,59
O000043360,2,24,28,52
O000043361,1,69,29,98
O000043361,2,44,20,64
O000043361,3,42,24,66
O000043362,1,19,18,37
O000043362,2,41,26,67
O000043363,1,42,18,60
O000043363,2,25,13,38
O000043364,1,44,14,58
O000043364,2,30,23,53
O000043364,3,38,18,56
O000043365,1,19,19,38
O000043366,1,67,73,140
O000043367,1,29,12,41
O000043367,2,21,13,34
O000043368,1,203,76,279
O000043368,2,25,16,41
O000043368,3,26,28,54
O000043369,1,36,22,58
O000043369,2,32,16,48
O000043369,3,24,22,46
O000043370,1,24,18,42
O000043371,1,27,18,45
O000043371,2,27,25,52
O000043372,1,43,14,57
O000043372,2,38,26,64
O000043372,3,25,28,53
O000043373,1,87,24,111
O000043374,1,43,16,59
O000043374,2,41,27,68
O000043375,1,113,85,198
O000043376,1,39,17,56
O000043376,2,31,21,52
O000043376,3,26,18,44
O000043377,1,32,15,47
O000043377,2,154,73,227
O000043378,1,28,29,57
O000043379,1,27,19,46
O000043379,2,22,17,39
O000043380,1,39,24,63
O000043380,2,36,29,65
O000043381,1,98,76,174
O000043382,1,26,26,52
O000043382,2,33,29,62
O000043382,3,19,18,37
O000043383,1,22,28,50
O000043383,2,26,20,46
O000043383,3,21,26,47
O000043384,1,19,25,44
O000043384,2,24,15,39
O000043385,1,42,27,69
O000043386,1,55,68,123
O000043387,1,40,25,65
O000043388,1,67,47,114
O000043389,1,39,48,87
O000043390,1,88,70,158
O000043391,1,70,58,128
O000043392,1,20,17,37
O000043392,2,21,16,37
O000043393,1,21,24,45
O000043394,1,38,28,66
O000043394,2,20,28,48
O000043394,3,35,13,48
O000043395,1,26,16,42
O000043396,1,34,22,56
O000043396,2,19,15,34
O000043396,3,32,16,48
O000043397,1,161,54,215
O000043398,1,39,29,68
O000043398,2,32,29,61
O000043399,1,24,26,50
O000043399,2,77,52,129
O000043399,3,33,20,53
O000043400,1,26,14,40
O000043400,2,43,28,71
O000043401,1,32,27,59
O000043401,2,42,20,62
O000043401,3,30,21,51
O000043402,1,91,42,133
O000043403,1,28,25,53
O000043403,2,28,26,54
O000043403,3,27,23,50
O000043404,1,77,40,117
O000043405,1,26,20,46
O000043405,2,24,16,40
O000043406,1,42,21,63
O000043406,2,44,27,71
O000043406,3,32,27,59
O000043407,1,22,20,42
O000043407,2,21,30,51
O000043408,1,104,61,165
O000043408,2,117,85,202
O000043409,1,37,21,58
O000043409,2,42,20,62
O000043409,3,29,21,50
O000043410,1,43,26,69
O000043410,2,36,15,51
O000043410,3,38,18,56
O000043411,1,70,36,106
O000043411,2,20,16,36
O000043411,3,42,26,68
O000043412,1,25,22,47
O000043412,2,21,25,46
O000043413,1,43,30,73
O000043414,1,25,22,47
O000043414,2,45,29,74
O000043414,3,41,28,69
O000043415,1,36,16,52
O000043415,2,42,21,63
O000043416,1,80,36,116
O000043417,1,71,44,115
O000043418,1,169,90,259
O000043419,1,38,25,63
O000043420,1,23,28,51
O000043420,2,36,17,53
O000043421,1,20,18,38
O000043422,1,42,22,64
O000043422,2,37,28,65
O000043422,3,21,22,43
O000043423,1,44,21,65
O000043423,2,44,14,58
O000043423,3,33,19,52
O000043424,1,36,28,64
O000043425,1,124,80,204
O000043426,1,42,29,71
O000043426,2,22,20,42
O000043426,3,31,25,56
O000043427,1,43,23,66
O000043428,1,122,41,163
O000043429,1,44,21,65
O000043429,2,37,26,63
O000043429,3,25,17,42
O000043430,1,37,25,62
O000043430,2,30,18,48
O000043430,3,37,21,58
O000043431,1,31,24,55
O000043431,2,41,14,55
O000043431,3,35,24,59
O000043432,1,28,17,45
O000043432,2,25,14,39
O000043432,3,38,23,61
O000043433,1,42,15,57
O000043433,2,43,21,64
O000043434,1,42,15,57
O000043435,1,37,45,82
O000043435,2,34,28,62
O000043436,1,37,14,51
O000043436,2,48,54,102
O000043437,1,26,13,39
O000043437,2,38,25,63
O000043437,3,43,27,70
O000043438,1,23,23,46
O000043438,2,38,21,59
O000043438,3,29,22,51
O000043439,1,53,54,107
O000043440,1,52,34,86
O000043440,2,40,15,55
O000043440,3,20,13,33
O000043441,1,38,26,64
O000043441,2,25,21,46
O000043441,3,27,28,55
O000043442,1,37,28,65
O000043443,1,31,27,58
O000043444,1,20,26,46
O000043445,1,79,57,136
O000043445,2,61,51,112
O000043446,1,57,30,87
O000043447,1,33,13,46
O000043448,1,36,14,50
O000043449,1,44,21,65
O000043449,2,39,38,77
O000043450,1,36,24,60
O000043450,2,22,22,44
O000043451,1,18,20,38
O000043451,2,40,14,54
O000043451,3,44,24,68
O000043452,1,26,27,53
O000043452,2,30,22,52
O000043453,1,34,12,46
O000043453,2,69,37,106
O000043454,1,122,82,204
O000043455,1,82,83,165
O000043456,1,69,29,98
O000043456,2,20,28,48
O000043456,3,40,22,62
O000043457,1,36,19,55
O000043458,1,103,45,148
O000043459,1,39,34,73
O000043459,2,19,16,35
O000043459,3,20,18,38
O000043460,1,73,69,142
O000043460,2,30,23,53
O000043460,3,30,21,51
O000043461,1,22,15,37
O000043462,1,60,44,104
O000043462,2,32,22,54
O000043463,1,21,17,38
O000043464,1,21,14,35
O000043464,2,38,13,51
O000043465,1,45,24,69
O000043465,2,69,82,151
O000043465,3,31,13,44
O000043466,1,23,30,53
O000043466,2,20,19,39
O000043466,3,23,29,52
O000043467,1,83,75,158
O000043468,1,33,19,52
O000043469,1,96,63,159
O000043470,1,30,14,44
O000043470,2,28,18,46
O000043471,1,28,13,41
O000043472,1,36,35,71
O000043473,1,24,12,36
O000043473,2,23,21,44
O000043473,3,34,19,53
O000043474,1,60,32,92
O000043474,2,24,16,40
O000043475,1,22,16,38
O000043475,2,36,19,55
O000043476,1,42,16,58
O000043477,1,50,28,78
O000043478,1,104,61,165
O000043479,1,67,66,133
O000043480,1,74,47,121
O000043481,1,23,18,41
O000043481,2,98,70,168
O000043482,1,19,13,32
O000043482,2,31,23,54
O000043482,3,42,22,64
O000043483,1,44,47,91
O000043483,2,68,24,92
O000043484,1,96,116,212
O000043485,1,33,26,59
O000043485,2,39,20,59
O000043486,1,47,57,104
O000043486,2,28,27,55
O000043486,3,29,25,54
O000043487,1,41,17,58
O000043487,2,19,19,38
O000043488,1,53,56,109
O000043488,2,21,18,39
O000043489,1,36,28,64
O000043489,2,32,25,57
O000043489,3,32,27,59
O000043490,1,23,16,39
O000043490,2,28,26,54
O000043491,1,83,29,112
O000043491,2,35,29,64
O000043492,1,41,26,67
O000043492,2,35,22,57
O000043492,3,34,18,52
O000043493,1,42,18,60
O000043493,2,32,24,56
O000043493,3,37,20,57
O000043494,1,21,19,40
O000043494,2,46,58,104
O000043495,1,30,19,49
O000043495,2,27,20,47
O000043495,3,24,18,42
O000043496,1,27,17,44
O000043497,1,109,73,182
O000043498,1,35,15,50
O000043498,2,21,22,43
O000043498,3,45,15,60
O000043499,1,37,12,49
O000043500,1,24,12,36
O000043500,2,20,14,34
O000043500,3,42,13,55
O000043501,1,28,16,44
O000043501,2,24,17,41
O000043501,3,26,15,41
O000043502,1,25,14,39
O000043502,2,39,23,62
O000043502,3,35,15,50
O000043503,1,109,105,214
O000043503,2,27,29,56
O000043504,1,44,28,72
O000043504,2,35,22,57
O000043505,1,38,14,52
O000043505,2,26,16,42
O000043506,1,89,50,139
O000043507,1,38,27,65
O000043507,2,24,26,50
O000043508,1,43,20,63
O000043508,2,28,29,57
O000043508,3,20,15,35
O000043509,1,28,24,52
O000043509,2,40,19,59
O000043509,3,30,26,56
O000043510,1,160,73,233
O000043511,1,93,53,146
O000043511,2,44,21,65
O000043511,3,19,29,48
O000043512,1,51,51,102
O000043513,1,39,18,57
O000043513,2,20,13,33
O000043513,3,27,26,53
O000043514,1,83,25,108
O000043514,2,21,18,39
O000043514,3,22,15,37
O000043515,1,27,14,41
O000043515,2,37,15,52
O000043516,1,28,26,54
O000043516,2,40,21,61
O000043516,3,18,24,42
O000043517,1,59,63,122
O000043517,2,41,28,69
O000043517,3,28,21,49
O000043518,1,32,19,51
O000043518,2,42,29,71
O000043518,3,22,19,41
O000043519,1,70,59,129
O000043520,1,153,96,249
O000043521,1,30,27,57
O000043521,2,25,25,50
O000043521,3,19,24,43
O000043522,1,100,74,174
O000043522,2,46,43,89
O000043523,1,49,33,82
O000043524,1,27,19,46
O000043525,1,101,47,148
O000043526,1,42,22,64
O000043527,1,38,20,58
O000043528,1,132,101,233
O000043529,1,41,58,99
O000043529,2,23,15,38
O000043529,3,25,19,44
O000043530,1,34,26,60
O000043531,1,36,14,50
O000043531,2,26,21,47
O000043532,1,99,40,139
O000043533,1,38,13,51
O000043533,2,34,14,48
O000043534,1,88,38,126
O000043535,1,23,17,40
O000043535,2,36,14,50
O000043536,1,19,25,44
O000043537,1,59,70,129
O000043538,1,36,46,82
O000043539,1,53,29,82
O000043540,1,38,34,72
O000043540,2,41,22,63
O000043540,3,32,15,47
O000043541,1,74,55,129
O000043542,1,37,13,50
O000043542,2,42,25,67
O000043543,1,21,13,34
O000043543,2,19,13,32
O000043544,1,37,27,64
O000043544,2,40,21,61
O000043545,1,18,18,36
O000043545,2,33,27,60
O000043546,1,29,29,58
O000043546,2,43,13,56
O000043546,3,37,14,51
O000043547,1,44,28,72
O000043547,2,28,28,56
O000043547,3,22,25,47
O000043548,1,38,27,65
O000043548,2,38,15,53
O000043549,1,29,14,43
O000043549,2,23,21,44
O000043549,3,20,28,48
O000043550,1,35,30,65
O000043550,2,23,21,44
O000043550,3,20,27,47
O000043551,1,70,31,101
O000043551,2,35,27,62
O000043551,3,32,24,56
O000043552,1,38,23,61
O000043553,1,28,12,40
O000043553,2,32,21,53
O000043553,3,44,23,67
O000043554,1,25,25,50
O000043554,2,43,37,80
O000043555,1,28,14,42
O000043556,1,63,29,92
O000043556,2,79,55,134
O000043557,1,62,50,112
O000043558,1,107,68,175
O000043559,1,103,58,161
O000043559,2,30,23,53
O000043559,3,40,26,66
O000043560,1,85,113,198
O000043561,1,38,27,65
O000043562,1,70,56,126
O000043562,2,44,14,58
O000043563,1,52,41,93
O000043564,1,23,17,40
O000043564,2,26,15,41
O000043564,3,25,28,53
O000043565,1,41,14,55
O000043565,2,35,22,57
O000043566,1,32,14,46
O000043566,2,76,35,111
O000043567,1,39,27,66
O000043568,1,28,18,46
O000043568,2,27,25,52
O000043569,1,43,16,59
O000043569,2,27,23,50
O000043569,3,26,20,46
O000043570,1,43,29,72
O000043570,2,40,24,64
O000043571,1,38,29,67
O000043571,2,20,21,41
O000043571,3,25,23,48
O000043572,1,23,18,41
O000043572,2,41,24,65
O000043572,3,43,28,71
O000043573,1,36,27,63
O000043573,2,41,28,69
O000043573,3,31,24,55
O000043574,1,43,39,82
O000043574,2,38,21,59
O000043574,3,42,13,55
O000043575,1,124,64,188
O000043576,1,24,21,45
O000043576,2,44,29,73
O000043576,3,30,15,45
O000043577,1,31,24,55
O000043577,2,31,28,59
O000043577,3,24,13,37
O000043578,1,94,45,139
O000043579,1,34,27,61
O000043579,2,43,12,55
O000043579,3,44,25,69
O000043580,1,24,21,45
O000043580,2,22,26,48
O000043580,3,24,22,46
O000043581,1,26,15,41
O000043581,2,33,21,54
O000043581,3,30,25,55
O000043582,1,18,27,45
O000043582,2,19,21,40
O000043583,1,75,49,124
O000043583,2,80,48,128
O000043584,1,157,57,214
O000043585,1,18,20,38
O000043585,2,30,23,53
O000043585,3,43,28,71
O000043586,1,269,177,446
O000043587,1,44,16,60
O000043587,2,42,28,70
O000043588,1,35,27,62
O000043588,2,42,16,58
O000043588,3,43,28,71
O000043589,1,34,18,52
O000043589,2,43,42,85
O000043590,1,45,58,103
O000043591,1,37,17,54
O000043591,2,35,16,51
O000043591,3,29,28,57
O000043592,1,21,20,41
O000043592,2,24,25,49
O000043592,3,45,22,67
O000043593,1,18,20,38
O000043594,1,40,23,63
O000043595,1,104,42,146
O000043596,1,38,42,80
O000043597,1,59,31,90
O000043597,2,40,23,63
O000043598,1,35,27,62
O000043598,2,43,25,68
O000043599,1,44,18,62
O000043599,2,40,21,61
O000043599,3,75,46,121
O000043600,1,84,95,179
O000043600,2,39,15,54
O000043600,3,35,13,48
O000043601,1,28,19,47
O000043602,1,39,18,57
O000043602,2,30,18,48
O000043602,3,37,26,63
O000043603,1,37,14,51
O000043603,2,39,21,60
O000043604,1,55,47,102
O000043604,2,46,55,101
O000043605,1,75,34,109
O000043605,2,29,25,54
O000043605,3,44,29,73
O000043606,1,45,17,62
O000043606,2,44,22,66
O000043607,1,31,29,60
O000043607,2,44,25,69
O000043608,1,76,83,159
O000043609,1,106,59,165
O000043609,2,44,28,72
O000043609,3,18,15,33
O000043610,1,39,20,59
O000043610,2,34,21,55
O000043610,3,20,26,46
O000043611,1,71,57,128
O000043612,1,22,23,45
O000043612,2,38,14,52
O000043612,3,39,16,55
O000043613,1,44,30,74
O000043613,2,39,16,55
O000043613,3,39,23,62
O000043614,1,30,23,53
O000043614,2,22,19,41
O000043614,3,29,29,58
O000043615,1,83,74,157
O000043616,1,41,25,66
O000043616,2,30,12,42
O000043617,1,39,26,65
O000043618,1,44,22,66
O000043618,2,28,21,49
O000043619,1,24,28,52
O000043619,2,25,20,45
O000043619,3,38,17,55
O000043620,1,74,37,111
O000043621,1,54,43,97
O000043621,2,34,22,56
O000043621,3,60,40,100
O000043622,1,71,89,160
O000043623,1,31,23,54
O000043623,2,30,20,50
O000043623,3,71,37,108
O000043624,1,58,32,90
O000043624,2,40,29,69
O000043625,1,24,24,48
O000043625,2,32,16,48
O000043626,1,79,42,121
O000043627,1,25,25,50
O000043627,2,24,22,46
O000043627,3,33,13,46
O000043628,1,98,76,174
O000043629,1,131,85,216
O000043630,1,40,24,64
O000043630,2,26,23,49
O000043631,1,22,24,46
O000043632,1,25,29,54
O000043632,2,29,27,56
O000043632,3,20,30,50
O000043633,1,25,27,52
O000043633,2,40,27,67
O000043633,3,34,26,60
O000043634,1,57,64,121
O000043634,2,18,14,32
O000043635,1,28,23,51
O000043635,2,19,21,40
O000043635,3,26,29,55
O000043636,1,24,20,44
O000043636,2,31,20,51
O000043636,3,33,13,46
O000043637,1,36,13,49
O000043637,2,29,12,41
O000043637,3,34,15,49
O000043638,1,35,19,54
O000043638,2,27,25,52
O000043639,1,52,58,110
O000043640,1,36,16,52
O000043640,2,24,15,39
O000043641,1,20,24,44
O000043642,1,19,28,47
O000043643,1,27,22,49
O000043643,2,44,22,66
O000043644,1,31,13,44
O000043644,2,26,23,49
O000043644,3,36,23,59
O000043645,1,44,31,75
O000043646,1,41,26,67
O000043646,2,45,14,59
O000043647,1,35,16,51
O000043647,2,21,13,34
O000043647,3,43,23,66
O000043648,1,21,21,42
O000043648,2,22,26,48
O000043648,3,37,17,54
O000043649,1,38,21,59
O000043649,2,24,22,46
O000043650,1,73,32,105
O000043650,2,43,22,65
O000043650,3,41,26,67
O000043651,1,101,103,204
O000043652,1,27,17,44
O000043652,2,44,20,64
O000043652,3,31,14,45
O000043653,1,41,24,65
O000043653,2,19,29,48
O000043654,1,19,21,40
O000043654,2,22,12,34
O000043655,1,25,23,48
O000043655,2,42,24,66
O000043655,3,22,24,46
O000043656,1,40,18,58
O000043656,2,37,12,49
O000043657,1,31,23,54
O000043657,2,32,14,46
O000043657,3,34,27,61
O000043658,1,131,137,268
O000043659,1,40,29,69
O000043659,2,23,25,48
O000043659,3,22,29,51
O000043660,1,35,29,64
O000043660,2,27,29,56
O000043660,3,18,28,46
O000043661,1,35,19,54
O000043661,2,79,25,104
O000043662,1,36,28,64
O000043662,2,31,20,51
O000043663,1,147,84,231
O000043664,1,30,24,54
O000043664,2,35,18,53
O000043665,1,146,94,240
O000043666,1,38,16,54
O000043667,1,131,55,186
O000043668,1,38,25,63
O000043668,2,34,12,46
O000043669,1,22,28,50
O000043669,2,41,45,86
O000043670,1,18,20,38
O000043670,2,94,44,138
O000043671,1,25,16,41
O000043671,2,23,22,45
O000043671,3,25,12,37
O000043672,1,44,18,62
O000043672,2,24,15,39
O000043673,1,32,18,50
O000043673,2,44,23,67
O000043674,1,22,26,48
O000043675,1,74,59,133
O000043675,2,34,19,53
O000043676,1,150,99,249
O000043677,1,41,23,64
O000043677,2,72,41,113
O000043678,1,37,37,74
O000043679,1,24,29,53
O000043679,2,33,17,50
O000043680,1,21,26,47
O000043680,2,22,19,41
O000043680,3,40,14,54
O000043681,1,38,27,65
O000043681,2,23,30,53
O000043682,1,31,23,54
O000043683,1,44,26,70
O000043683,2,34,25,59
O000043684,1,113,41,154
O000043685,1,36,16,52
O000043685,2,29,30,59
O000043686,1,120,64,184
O000043687,1,20,28,48
O000043687,2,69,53,122
O000043688,1,29,29,58
O000043688,2,42,13,55
O000043688,3,35,23,58
O000043689,1,25,22,47
O000043689,2,39,18,57
O000043690,1,86,83,169
O000043690,2,39,16,55
O000043691,1,21,13,34
O000043691,2,28,16,44
O000043691,3,33,18,51
O000043692,1,21,15,36
O000043692,2,32,14,46
O000043693,1,42,17,59
O000043693,2,20,25,45
O000043693,3,30,20,50
O000043694,1,39,30,69
O000043695,1,64,53,117
O000043696,1,19,12,31
O000043696,2,31,30,61
O000043697,1,44,25,69
O000043697,2,36,24,60
O000043697,3,82,26,108
O000043698,1,87,32,119
O000043699,1,32,19,51
O000043699,2,20,20,40
O000043700,1,21,27,48
O000043701,1,37,23,60
O000043701,2,36,27,63
O000043702,1,24,27,51
O000043702,2,192,126,318
O000043703,1,74,52,126
O000043703,2,33,19,52
O000043704,1,28,16,44
O000043704,2,37,18,55
O000043704,3,36,28,64
O000043705,1,81,28,109
O000043705,2,26,17,43
O000043705,3,29,23,52
O000043706,1,48,48,96
O000043707,1,32,29,61
O000043707,2,19,14,33
O000043707,3,42,14,56
O000043708,1,27,27,54
O000043708,2,27,24,51
O000043708,3,29,27,56
O000043709,1,54,25,79
O000043709,2,36,22,58
O000043710,1,43,30,73
O000043710,2,32,21,53
O000043710,3,40,20,60
O000043711,1,27,23,50
O000043711,2,29,14,43
O000043711,3,42,16,58
O000043712,1,19,14,33
O000043712,2,32,28,60
O000043713,1,40,25,65
O000043713,2,34,20,54
O000043714,1,83,109,192
O000043715,1,20,13,33
O000043716,1,84,32,116
O000043716,2,29,24,53
O000043716,3,31,15,46
O000043717,1,46,52,98
O000043717,2,31,23,54
O000043717,3,29,13,42
O000043718,1,39,29,68
O000043718,2,21,18,39
O000043718,3,35,26,61
O000043719,1,44,12,56
O000043719,2,77,45,122
O000043720,1,113,42,155
O000043720,2,21,19,40
O000043720,3,31,27,58
O000043721,1,28,27,55
O000043721,2,37,29,66
O000043721,3,44,17,61
O000043722,1,39,25,64
O000043723,1,23,12,35
O000043724,1,80,54,134
O000043724,2,38,31,69
O000043725,1,36,18,54
O000043726,1,39,39,78
O000043726,2,41,24,65
O000043726,3,42,21,63
O000043727,1,71,30,101
O000043728,1,25,30,55
O000043728,2,23,17,40
O000043728,3,24,28,52
O000043729,1,26,23,49
O000043730,1,32,28,60
O000043730,2,19,27,46
O000043731,1,39,29,68
O000043731,2,31,25,56
O000043731,3,33,14,47
O000043732,1,35,24,59
O000043732,2,45,48,93
O000043733,1,69,44,113
O000043734,1,29,22,51
O000043735,1,31,28,59
O000043736,1,34,22,56
O000043736,2,25,18,43
O000043737,1,81,56,137
O000043738,1,58,39,97
O000043739,1,22,21,43
O000043739,2,20,27,47
O000043739,3,38,18,56
O000043740,1,35,20,55
O000043740,2,22,29,51
O000043740,3,31,27,58
O000043741,1,43,28,71
O000043742,1,43,17,60
O000043742,2,30,17,47
O000043742,3,43,19,62
O000043743,1,41,30,71
O000043743,2,21,26,47
O000043744,1,26,23,49
O000043744,2,25,15,40
O000043745,1,19,16,35
O000043745,2,33,21,54
O000043745,3,35,23,58
O000043746,1,19,19,38
O000043746,2,34,29,63
O000043746,3,24,14,38
O000043747,1,75,87,162
O000043747,2,19,18,37
O000043747,3,18,13,31
O000043748,1,36,23,59
O000043748,2,24,30,54
O000043748,3,44,14,58
O000043749,1,42,19,61
O000043749,2,19,24,43
O000043749,3,40,28,68
O000043750,1,36,14,50
O000043750,2,29,18,47
O000043750,3,24,27,51
O000043751,1,33,25,58
O000043751,2,43,13,56
O000043752,1,21,29,50
O000043752,2,43,29,72
O000043752,3,36,20,56
O000043753,1,20,20,40
O000043753,2,31,13,44
O000043753,3,20,26,46
O000043754,1,37,24,61
O000043754,2,20,29,49
O000043754,3,29,30,59
O000043755,1,21,15,36
O000043755,2,44,23,67
O000043755,3,26,26,52
O000043756,1,31,15,46
O000043757,1,49,51,100
O000043757,2,66,40,106
O000043757,3,21,22,43
O000043758,1,37,13,50
O000043758,2,23,24,47
O000043759,1,87,43,130
O000043759,2,67,49,116
O000043760,1,43,18,61
O000043760,2,20,19,39
O000043761,1,53,25,78
O000043762,1,33,17,50
O000043762,2,34,22,56
O000043763,1,40,19,59
O000043763,2,18,22,40
O000043763,3,37,12,49
O000043764,1,99,53,152
O000043764,2,44,15,59
O000043764,3,40,18,58
O000043765,1,52,56,108
O000043766,1,19,20,39
O000043766,2,33,22,55
O000043767,1,32,18,50
O000043767,2,42,28,70
O000043768,1,21,29,50
O000043768,2,34,21,55
O000043769,1,45,25,70
O000043769,2,19,14,33
O000043769,3,19,29,48
O000043770,1,18,17,35
O000043770,2,20,13,33
O000043771,1,24,14,38
O000043772,1,107,52,159
O000043773,1,63,52,115
O000043774,1,20,16,36
O000043774,2,28,17,45
O000043775,1,87,72,159
O000043776,1,70,42,112
O000043777,1,25,15,40
O000043778,1,18,27,45
O000043778,2,20,12,32
O000043778,3,19,17,36
O000043779,1,161,113,274
O000043780,1,18,14,32
O000043780,2,26,14,40
O000043781,1,27,24,51
O000043781,2,40,28,68
O000043781,3,39,18,57
O000043782,1,37,20,57
O000043782,2,35,18,53
O000043783,1,34,24,58
O000043784,1,44,19,63
O000043785,1,18,30,48
O000043786,1,31,28,59
O000043786,2,36,24,60
O000043786,3,35,25,60
O000043787,1,44,15,59
O000043787,2,38,22,60
O000043788,1,34,17,51
O000043788,2,25,14,39
O000043788,3,42,21,63
O000043789,1,27,17,44
O000043789,2,37,28,65
O000043789,3,27,15,42
O000043790,1,34,16,50
O000043790,2,30,26,56
O000043791,1,31,21,52
O000043791,2,29,18,47
O000043791,3,39,26,65
O000043792,1,34,20,54
O000043793,1,32,17,49
O000043793,2,31,22,53
O000043793,3,31,22,53
O000043794,1,40,25,65
O000043794,2,31,24,55
O000043795,1,31,29,60
O000043796,1,65,58,123
O000043797,1,25,25,50
O000043798,1,40,23,63
O000043799,1,81,42,123
O000043800,1,27,13,40
O000043800,2,47,33,80
O000043801,1,39,25,64
